,name,genre,type,episodes,rating,members
3010,Uchuu Senkan Yamato: Kanketsu-hen,Sci-Fi,Movie,1,7.11,1609
3010,Uchuu Senkan Yamato: Kanketsu-hen,Space,Movie,1,7.11,1609
3011,UFO Princess Valkyrie 3: Seiresetsu no Hanayome,Comedy,OVA,6,7.11,4764
3011,UFO Princess Valkyrie 3: Seiresetsu no Hanayome,Magic,OVA,6,7.11,4764
3011,UFO Princess Valkyrie 3: Seiresetsu no Hanayome,Romance,OVA,6,7.11,4764
3011,UFO Princess Valkyrie 3: Seiresetsu no Hanayome,Sci-Fi,OVA,6,7.11,4764
3012,Vassalord.,Action,OVA,1,7.11,15114
3012,Vassalord.,Comedy,OVA,1,7.11,15114
3012,Vassalord.,Fantasy,OVA,1,7.11,15114
3012,Vassalord.,Mystery,OVA,1,7.11,15114
3012,Vassalord.,Shounen Ai,OVA,1,7.11,15114
3012,Vassalord.,Supernatural,OVA,1,7.11,15114
3012,Vassalord.,Vampire,OVA,1,7.11,15114
3013,Asura Cryin&#039;,Action,TV,13,7.1,68608
3013,Asura Cryin&#039;,Mecha,TV,13,7.1,68608
3013,Asura Cryin&#039;,Supernatural,TV,13,7.1,68608
3014,Chobits: Chibits,Comedy,Special,1,7.1,35513
3014,Chobits: Chibits,Romance,Special,1,7.1,35513
3015,Code Geass: Hangyaku no Lelouch Picture Drama,Comedy,Special,9,7.1,33004
3015,Code Geass: Hangyaku no Lelouch Picture Drama,School,Special,9,7.1,33004
3015,Code Geass: Hangyaku no Lelouch Picture Drama,Slice of Life,Special,9,7.1,33004
3016,Densetsu Kyojin Ideon,Drama,TV,39,7.1,5517
3016,Densetsu Kyojin Ideon,Mecha,TV,39,7.1,5517
3016,Densetsu Kyojin Ideon,Sci-Fi,TV,39,7.1,5517
3016,Densetsu Kyojin Ideon,Space,TV,39,7.1,5517
3017,Digimon Savers,Adventure,TV,48,7.1,41021
3017,Digimon Savers,Comedy,TV,48,7.1,41021
3017,Digimon Savers,Drama,TV,48,7.1,41021
3017,Digimon Savers,Fantasy,TV,48,7.1,41021
3017,Digimon Savers,Shounen,TV,48,7.1,41021
3018,Digimon Tamers: Boukensha-tachi no Tatakai,Adventure,Movie,1,7.1,12676
3018,Digimon Tamers: Boukensha-tachi no Tatakai,Drama,Movie,1,7.1,12676
3018,Digimon Tamers: Boukensha-tachi no Tatakai,Sci-Fi,Movie,1,7.1,12676
3018,Digimon Tamers: Boukensha-tachi no Tatakai,Shounen,Movie,1,7.1,12676
3019,Doraemon Meets Hattori the Ninja,Comedy,Special,1,7.1,729
3019,Doraemon Meets Hattori the Ninja,Kids,Special,1,7.1,729
3019,Doraemon Meets Hattori the Ninja,Sci-Fi,Special,1,7.1,729
3019,Doraemon Meets Hattori the Ninja,Shounen,Special,1,7.1,729
3020,El Hazard: The Wanderers,Adventure,TV,26,7.1,9289
3020,El Hazard: The Wanderers,Comedy,TV,26,7.1,9289
3020,El Hazard: The Wanderers,Fantasy,TV,26,7.1,9289
3020,El Hazard: The Wanderers,Romance,TV,26,7.1,9289
3021,Freezing Vibration,Action,TV,12,7.1,79298
3021,Freezing Vibration,Drama,TV,12,7.1,79298
3021,Freezing Vibration,Ecchi,TV,12,7.1,79298
3021,Freezing Vibration,Harem,TV,12,7.1,79298
3021,Freezing Vibration,Martial Arts,TV,12,7.1,79298
3021,Freezing Vibration,Military,TV,12,7.1,79298
3021,Freezing Vibration,Romance,TV,12,7.1,79298
3021,Freezing Vibration,Sci-Fi,TV,12,7.1,79298
3021,Freezing Vibration,Seinen,TV,12,7.1,79298
3022,Guilty Crown: Lost Christmas,Action,OVA,1,7.1,51604
3022,Guilty Crown: Lost Christmas,Drama,OVA,1,7.1,51604
3022,Guilty Crown: Lost Christmas,Sci-Fi,OVA,1,7.1,51604
3022,Guilty Crown: Lost Christmas,Super Power,OVA,1,7.1,51604
3023,Kagaku Ninja-tai Gatchaman,Action,TV,105,7.1,4802
3023,Kagaku Ninja-tai Gatchaman,Adventure,TV,105,7.1,4802
3023,Kagaku Ninja-tai Gatchaman,Sci-Fi,TV,105,7.1,4802
3023,Kagaku Ninja-tai Gatchaman,Shounen,TV,105,7.1,4802
3024,Katekyo Hitman Reborn! x ēlDLIVE Special,Shounen,Special,1,7.1,4371
3024,Katekyo Hitman Reborn! x ēlDLIVE Special,Super Power,Special,1,7.1,4371
3025,"Kono Danshi, Uchuujin to Tatakaemasu.",Action,OVA,1,7.1,12732
3025,"Kono Danshi, Uchuujin to Tatakaemasu.",Fantasy,OVA,1,7.1,12732
3025,"Kono Danshi, Uchuujin to Tatakaemasu.",Shounen Ai,OVA,1,7.1,12732
3025,"Kono Danshi, Uchuujin to Tatakaemasu.",Super Power,OVA,1,7.1,12732
3025,"Kono Danshi, Uchuujin to Tatakaemasu.",Supernatural,OVA,1,7.1,12732
3026,Lost Universe,Adventure,TV,26,7.1,9293
3026,Lost Universe,Comedy,TV,26,7.1,9293
3026,Lost Universe,Drama,TV,26,7.1,9293
3026,Lost Universe,Sci-Fi,TV,26,7.1,9293
3026,Lost Universe,Shounen,TV,26,7.1,9293
3026,Lost Universe,Space,TV,26,7.1,9293
3027,Maison Ikkoku: Prelude - Meguru Haru no Sakura no you ni...,Comedy,Special,1,7.1,1672
3027,Maison Ikkoku: Prelude - Meguru Haru no Sakura no you ni...,Drama,Special,1,7.1,1672
3027,Maison Ikkoku: Prelude - Meguru Haru no Sakura no you ni...,Romance,Special,1,7.1,1672
3028,Montana Jones,Adventure,TV,52,7.1,784
3028,Montana Jones,Comedy,TV,52,7.1,784
3029,Muumin,Adventure,TV,65,7.1,2090
3029,Muumin,Comedy,TV,65,7.1,2090
3029,Muumin,Fantasy,TV,65,7.1,2090
3029,Muumin,Slice of Life,TV,65,7.1,2090
3030,Nana Recaps,Comedy,Special,3,7.1,11447
3030,Nana Recaps,Drama,Special,3,7.1,11447
3030,Nana Recaps,Music,Special,3,7.1,11447
3030,Nana Recaps,Romance,Special,3,7.1,11447
3030,Nana Recaps,Shoujo,Special,3,7.1,11447
3030,Nana Recaps,Slice of Life,Special,3,7.1,11447
3031,Otogizoushi,Adventure,TV,26,7.1,10591
3031,Otogizoushi,Drama,TV,26,7.1,10591
3031,Otogizoushi,Fantasy,TV,26,7.1,10591
3031,Otogizoushi,Historical,TV,26,7.1,10591
3032,Pokemon Advanced Generation: Rekkuu no Houmonsha Deoxys,Action,Movie,1,7.1,45203
3032,Pokemon Advanced Generation: Rekkuu no Houmonsha Deoxys,Adventure,Movie,1,7.1,45203
3032,Pokemon Advanced Generation: Rekkuu no Houmonsha Deoxys,Comedy,Movie,1,7.1,45203
3032,Pokemon Advanced Generation: Rekkuu no Houmonsha Deoxys,Fantasy,Movie,1,7.1,45203
3032,Pokemon Advanced Generation: Rekkuu no Houmonsha Deoxys,Kids,Movie,1,7.1,45203
3032,Pokemon Advanced Generation: Rekkuu no Houmonsha Deoxys,Sci-Fi,Movie,1,7.1,45203
3033,Pokemon Diamond &amp; Pearl: Giratina to Sora no Hanataba Sheimi,Action,Movie,1,7.1,32654
3033,Pokemon Diamond &amp; Pearl: Giratina to Sora no Hanataba Sheimi,Adventure,Movie,1,7.1,32654
3033,Pokemon Diamond &amp; Pearl: Giratina to Sora no Hanataba Sheimi,Fantasy,Movie,1,7.1,32654
3033,Pokemon Diamond &amp; Pearl: Giratina to Sora no Hanataba Sheimi,Kids,Movie,1,7.1,32654
3034,Prince of Tennis: The Band of Princes Film Kick the Future,Action,Music,1,7.1,3826
3034,Prince of Tennis: The Band of Princes Film Kick the Future,Music,Music,1,7.1,3826
3035,Ranma ½: DoCo Music Video,Comedy,OVA,1,7.1,1775
3035,Ranma ½: DoCo Music Video,Martial Arts,OVA,1,7.1,1775
3035,Ranma ½: DoCo Music Video,Music,OVA,1,7.1,1775
3035,Ranma ½: DoCo Music Video,Slice of Life,OVA,1,7.1,1775
3036,Shingetsutan Tsukihime,Action,TV,12,7.1,90713
3036,Shingetsutan Tsukihime,Horror,TV,12,7.1,90713
3036,Shingetsutan Tsukihime,Mystery,TV,12,7.1,90713
3036,Shingetsutan Tsukihime,Romance,TV,12,7.1,90713
3036,Shingetsutan Tsukihime,Super Power,TV,12,7.1,90713
3036,Shingetsutan Tsukihime,Supernatural,TV,12,7.1,90713
3036,Shingetsutan Tsukihime,Vampire,TV,12,7.1,90713
3037,Starship Operators,Drama,TV,13,7.1,9704
3037,Starship Operators,Military,TV,13,7.1,9704
3037,Starship Operators,Sci-Fi,TV,13,7.1,9704
3037,Starship Operators,Space,TV,13,7.1,9704
3038,Tenjou Tenge,Action,TV,24,7.1,103449
3038,Tenjou Tenge,Comedy,TV,24,7.1,103449
3038,Tenjou Tenge,Ecchi,TV,24,7.1,103449
3038,Tenjou Tenge,Martial Arts,TV,24,7.1,103449
3038,Tenjou Tenge,School,TV,24,7.1,103449
3038,Tenjou Tenge,Shounen,TV,24,7.1,103449
3038,Tenjou Tenge,Super Power,TV,24,7.1,103449
3039,Tistou Midori no Oyayubi,Historical,Movie,1,7.1,332
3039,Tistou Midori no Oyayubi,Magic,Movie,1,7.1,332
3040,UFO Princess Valkyrie 2: Juunigatsu no Yasoukyoku,Comedy,TV,12,7.1,6249
3040,UFO Princess Valkyrie 2: Juunigatsu no Yasoukyoku,Romance,TV,12,7.1,6249
3040,UFO Princess Valkyrie 2: Juunigatsu no Yasoukyoku,Sci-Fi,TV,12,7.1,6249
3041,World Destruction: Sekai Bokumetsu no Rokunin,Adventure,TV,13,7.1,34732
3041,World Destruction: Sekai Bokumetsu no Rokunin,Fantasy,TV,13,7.1,34732
3042,Arete Hime,Fantasy,Movie,1,7.09,6042
3042,Arete Hime,Magic,Movie,1,7.09,6042
3043,Arslan Senki (TV) OVA,Adventure,OVA,2,7.08,9823
3043,Arslan Senki (TV) OVA,Fantasy,OVA,2,7.08,9823
3043,Arslan Senki (TV) OVA,Historical,OVA,2,7.08,9823
3043,Arslan Senki (TV) OVA,Shounen,OVA,2,7.08,9823
3044,Blue Seed Omake,Comedy,Special,14,7.09,1952
3044,Blue Seed Omake,Parody,Special,14,7.09,1952
3045,Chicchana Yukitsukai Sugar Specials,Comedy,Special,2,7.09,3902
3045,Chicchana Yukitsukai Sugar Specials,Magic,Special,2,7.09,3902
3045,Chicchana Yukitsukai Sugar Specials,Shoujo,Special,2,7.09,3902
3045,Chicchana Yukitsukai Sugar Specials,Slice of Life,Special,2,7.09,3902
3046,Chobits Recap,Comedy,Special,1,7.09,29986
3046,Chobits Recap,Drama,Special,1,7.09,29986
3046,Chobits Recap,Ecchi,Special,1,7.09,29986
3046,Chobits Recap,Romance,Special,1,7.09,29986
3046,Chobits Recap,Sci-Fi,Special,1,7.09,29986
3047,Cobra The Animation: The Psycho-Gun,Action,OVA,4,7.09,2843
3047,Cobra The Animation: The Psycho-Gun,Adventure,OVA,4,7.09,2843
3047,Cobra The Animation: The Psycho-Gun,Mecha,OVA,4,7.09,2843
3047,Cobra The Animation: The Psycho-Gun,Sci-Fi,OVA,4,7.09,2843
3047,Cobra The Animation: The Psycho-Gun,Space,OVA,4,7.09,2843
3048,Cobra The Animation: Time Drive,Action,OVA,2,7.09,2155
3048,Cobra The Animation: Time Drive,Adventure,OVA,2,7.09,2155
3048,Cobra The Animation: Time Drive,Sci-Fi,OVA,2,7.09,2155
3048,Cobra The Animation: Time Drive,Space,OVA,2,7.09,2155
3049,Dai Mahou Touge,Comedy,OVA,4,7.09,19555
3049,Dai Mahou Touge,Magic,OVA,4,7.09,19555
3049,Dai Mahou Touge,Supernatural,OVA,4,7.09,19555
3050,Days (TV),School,TV,24,7.09,49219
3050,Days (TV),Shounen,TV,24,7.09,49219
3050,Days (TV),Sports,TV,24,7.09,49219
3052,Dragon Ball Movie 3: Makafushigi Daibouken,Action,Movie,1,7.09,25740
3052,Dragon Ball Movie 3: Makafushigi Daibouken,Adventure,Movie,1,7.09,25740
3052,Dragon Ball Movie 3: Makafushigi Daibouken,Comedy,Movie,1,7.09,25740
3052,Dragon Ball Movie 3: Makafushigi Daibouken,Fantasy,Movie,1,7.09,25740
3052,Dragon Ball Movie 3: Makafushigi Daibouken,Sci-Fi,Movie,1,7.09,25740
3052,Dragon Ball Movie 3: Makafushigi Daibouken,Shounen,Movie,1,7.09,25740
3052,Dragon Ball Movie 3: Makafushigi Daibouken,Super Power,Movie,1,7.09,25740
3053,Dragon Ball Z Movie 06: Gekitotsu!! 100-oku Power no Senshi-tachi,Adventure,Movie,1,7.09,55789
3053,Dragon Ball Z Movie 06: Gekitotsu!! 100-oku Power no Senshi-tachi,Comedy,Movie,1,7.09,55789
3053,Dragon Ball Z Movie 06: Gekitotsu!! 100-oku Power no Senshi-tachi,Fantasy,Movie,1,7.09,55789
3053,Dragon Ball Z Movie 06: Gekitotsu!! 100-oku Power no Senshi-tachi,Sci-Fi,Movie,1,7.09,55789
3053,Dragon Ball Z Movie 06: Gekitotsu!! 100-oku Power no Senshi-tachi,Shounen,Movie,1,7.09,55789
3054,Dragonaut: The Resonance Special,Action,Special,1,7.09,6311
3054,Dragonaut: The Resonance Special,Mecha,Special,1,7.09,6311
3054,Dragonaut: The Resonance Special,Romance,Special,1,7.09,6311
3054,Dragonaut: The Resonance Special,Sci-Fi,Special,1,7.09,6311
3054,Dragonaut: The Resonance Special,Space,Special,1,7.09,6311
3056,Galaxy Angel S,Comedy,Special,1,7.09,1205
3056,Galaxy Angel S,Sci-Fi,Special,1,7.09,1205
3057,Ginga Tetsudou Monogatari: Eien e no Bunkiten,Action,TV,24,7.09,2072
3057,Ginga Tetsudou Monogatari: Eien e no Bunkiten,Adventure,TV,24,7.09,2072
3057,Ginga Tetsudou Monogatari: Eien e no Bunkiten,Drama,TV,24,7.09,2072
3057,Ginga Tetsudou Monogatari: Eien e no Bunkiten,Sci-Fi,TV,24,7.09,2072
3057,Ginga Tetsudou Monogatari: Eien e no Bunkiten,Space,TV,24,7.09,2072
3058,Gokukoku no Brynhildr,Drama,TV,13,7.09,159899
3058,Gokukoku no Brynhildr,Mystery,TV,13,7.09,159899
3058,Gokukoku no Brynhildr,Sci-Fi,TV,13,7.09,159899
3058,Gokukoku no Brynhildr,Seinen,TV,13,7.09,159899
3059,Grisaia no Rakuen Specials,Ecchi,Special,5,7.09,15055
3060,Heart Realize,Music,Music,1,7.09,1626
3061,Hitsugi no Chaika OVA,Action,OVA,1,7.09,20605
3061,Hitsugi no Chaika OVA,Adventure,OVA,1,7.09,20605
3061,Hitsugi no Chaika OVA,Comedy,OVA,1,7.09,20605
3061,Hitsugi no Chaika OVA,Fantasy,OVA,1,7.09,20605
3061,Hitsugi no Chaika OVA,Shounen,OVA,1,7.09,20605
3062,Honoo no Alpenrose: Judy &amp; Randy,Drama,TV,20,7.09,979
3062,Honoo no Alpenrose: Judy &amp; Randy,Historical,TV,20,7.09,979
3062,Honoo no Alpenrose: Judy &amp; Randy,Romance,TV,20,7.09,979
3062,Honoo no Alpenrose: Judy &amp; Randy,Shoujo,TV,20,7.09,979
3063,Hoshi no Oujisama Petit Prince,Adventure,TV,39,7.09,736
3064,Itsuka Tenma no Kuro Usagi OVA,Comedy,OVA,1,7.09,13397
3064,Itsuka Tenma no Kuro Usagi OVA,Ecchi,OVA,1,7.09,13397
3064,Itsuka Tenma no Kuro Usagi OVA,Romance,OVA,1,7.09,13397
3064,Itsuka Tenma no Kuro Usagi OVA,Shounen,OVA,1,7.09,13397
3064,Itsuka Tenma no Kuro Usagi OVA,Supernatural,OVA,1,7.09,13397
3064,Itsuka Tenma no Kuro Usagi OVA,Vampire,OVA,1,7.09,13397
3065,Jinzou Ningen Kikaider The Animation,Action,TV,13,7.09,5881
3065,Jinzou Ningen Kikaider The Animation,Drama,TV,13,7.09,5881
3065,Jinzou Ningen Kikaider The Animation,Mecha,TV,13,7.09,5881
3065,Jinzou Ningen Kikaider The Animation,Sci-Fi,TV,13,7.09,5881
3065,Jinzou Ningen Kikaider The Animation,Shounen,TV,13,7.09,5881
3066,Kaitou Joker 3rd Season,Adventure,TV,13,7.09,1880
3066,Kaitou Joker 3rd Season,Comedy,TV,13,7.09,1880
3066,Kaitou Joker 3rd Season,Mystery,TV,13,7.09,1880
3066,Kaitou Joker 3rd Season,Shounen,TV,13,7.09,1880
3067,Key the Metal Idol,Action,OVA,15,7.09,7949
3067,Key the Metal Idol,Drama,OVA,15,7.09,7949
3067,Key the Metal Idol,Mecha,OVA,15,7.09,7949
3067,Key the Metal Idol,Music,OVA,15,7.09,7949
3067,Key the Metal Idol,Sci-Fi,OVA,15,7.09,7949
3068,Kishin Douji Zenki,Action,TV,51,7.09,5936
3068,Kishin Douji Zenki,Comedy,TV,51,7.09,5936
3068,Kishin Douji Zenki,Drama,TV,51,7.09,5936
3068,Kishin Douji Zenki,Ecchi,TV,51,7.09,5936
3068,Kishin Douji Zenki,Fantasy,TV,51,7.09,5936
3068,Kishin Douji Zenki,Horror,TV,51,7.09,5936
3068,Kishin Douji Zenki,Magic,TV,51,7.09,5936
3068,Kishin Douji Zenki,Shounen,TV,51,7.09,5936
3069,Kiss x Sis (TV),Comedy,TV,12,7.09,215361
3069,Kiss x Sis (TV),Ecchi,TV,12,7.09,215361
3069,Kiss x Sis (TV),Harem,TV,12,7.09,215361
3069,Kiss x Sis (TV),Romance,TV,12,7.09,215361
3069,Kiss x Sis (TV),School,TV,12,7.09,215361
3069,Kiss x Sis (TV),Seinen,TV,12,7.09,215361
3070,Kodomo no Jikan Recap,Comedy,OVA,1,7.09,8228
3070,Kodomo no Jikan Recap,Ecchi,OVA,1,7.09,8228
3070,Kodomo no Jikan Recap,School,OVA,1,7.09,8228
3071,Koitabi: True Tours Nanto,Romance,Special,6,7.09,7452
3072,Korekuraide Utau,Music,Music,1,7.09,1395
3073,Kurogane no Linebarrels,Action,TV,24,7.09,30225
3073,Kurogane no Linebarrels,Mecha,TV,24,7.09,30225
3073,Kurogane no Linebarrels,Sci-Fi,TV,24,7.09,30225
3074,Lupin III: Lupin vs. Fukusei-ningen,Action,Movie,1,7.09,4969
3074,Lupin III: Lupin vs. Fukusei-ningen,Adventure,Movie,1,7.09,4969
3074,Lupin III: Lupin vs. Fukusei-ningen,Comedy,Movie,1,7.09,4969
3074,Lupin III: Lupin vs. Fukusei-ningen,Mystery,Movie,1,7.09,4969
3074,Lupin III: Lupin vs. Fukusei-ningen,Shounen,Movie,1,7.09,4969
3075,Macademi Wasshoi!,Comedy,TV,12,7.09,29401
3075,Macademi Wasshoi!,Ecchi,TV,12,7.09,29401
3075,Macademi Wasshoi!,Fantasy,TV,12,7.09,29401
3075,Macademi Wasshoi!,Romance,TV,12,7.09,29401
3075,Macademi Wasshoi!,School,TV,12,7.09,29401
3075,Macademi Wasshoi!,Supernatural,TV,12,7.09,29401
3076,Mokke Specials,Mystery,Special,2,7.09,1331
3076,Mokke Specials,Slice of Life,Special,2,7.09,1331
3076,Mokke Specials,Supernatural,Special,2,7.09,1331
3077,Net Ghost Pipopa,Action,TV,51,7.09,913
3077,Net Ghost Pipopa,Adventure,TV,51,7.09,913
3077,Net Ghost Pipopa,Comedy,TV,51,7.09,913
3077,Net Ghost Pipopa,Kids,TV,51,7.09,913
3077,Net Ghost Pipopa,Sci-Fi,TV,51,7.09,913
3077,Net Ghost Pipopa,Shounen,TV,51,7.09,913
3078,Night Walker: Mayonaka no Tantei,Action,TV,12,7.09,11143
3078,Night Walker: Mayonaka no Tantei,Comedy,TV,12,7.09,11143
3078,Night Walker: Mayonaka no Tantei,Horror,TV,12,7.09,11143
3078,Night Walker: Mayonaka no Tantei,Mystery,TV,12,7.09,11143
3078,Night Walker: Mayonaka no Tantei,Vampire,TV,12,7.09,11143
3079,Ookami to Koushinryou II Specials,Fantasy,Special,2,7.09,34903
3080,Otogi Juushi Akazukin,Adventure,TV,39,7.09,3847
3080,Otogi Juushi Akazukin,Comedy,TV,39,7.09,3847
3080,Otogi Juushi Akazukin,Fantasy,TV,39,7.09,3847
3081,Sekai Meisaku Douwa: Hakuchou no Ouji,Fantasy,Movie,1,7.09,809
3082,Shinkon Gattai Godannar!! 2nd Season,Comedy,TV,13,7.09,4865
3082,Shinkon Gattai Godannar!! 2nd Season,Ecchi,TV,13,7.09,4865
3082,Shinkon Gattai Godannar!! 2nd Season,Mecha,TV,13,7.09,4865
3082,Shinkon Gattai Godannar!! 2nd Season,Romance,TV,13,7.09,4865
3082,Shinkon Gattai Godannar!! 2nd Season,Sci-Fi,TV,13,7.09,4865
3083,Sora wo Kakeru Shoujo,Adventure,TV,26,7.09,17574
3083,Sora wo Kakeru Shoujo,Comedy,TV,26,7.09,17574
3083,Sora wo Kakeru Shoujo,Sci-Fi,TV,26,7.09,17574
3083,Sora wo Kakeru Shoujo,Space,TV,26,7.09,17574
3084,Suite Precure♪ Movie: Torimodose! Kokoro ga Tsunaku Kiseki no Melody♪,Fantasy,Movie,1,7.09,2874
3084,Suite Precure♪ Movie: Torimodose! Kokoro ga Tsunaku Kiseki no Melody♪,Kids,Movie,1,7.09,2874
3084,Suite Precure♪ Movie: Torimodose! Kokoro ga Tsunaku Kiseki no Melody♪,Magic,Movie,1,7.09,2874
3084,Suite Precure♪ Movie: Torimodose! Kokoro ga Tsunaku Kiseki no Melody♪,Shoujo,Movie,1,7.09,2874
3085,Tengen Toppa Gurren Lagann: Parallel Works 2,Mecha,Music,7,7.09,13361
3085,Tengen Toppa Gurren Lagann: Parallel Works 2,Music,Music,7,7.09,13361
3086,Tsubasa to Hotaru,Romance,Special,1,7.09,6651
3086,Tsubasa to Hotaru,School,Special,1,7.09,6651
3086,Tsubasa to Hotaru,Shoujo,Special,1,7.09,6651
3087,Uta Kata Special,Drama,Special,1,7.09,4385
3087,Uta Kata Special,Magic,Special,1,7.09,4385
3088,Youkai Watch Movie 2: Enma Daiou to Itsutsu no Monogatari da Nyan!,Comedy,Movie,1,7.1,560
3088,Youkai Watch Movie 2: Enma Daiou to Itsutsu no Monogatari da Nyan!,Kids,Movie,1,7.1,560
3088,Youkai Watch Movie 2: Enma Daiou to Itsutsu no Monogatari da Nyan!,Supernatural,Movie,1,7.1,560
3089,Ace wo Nerae!,Drama,TV,26,7.08,3945
3089,Ace wo Nerae!,Romance,TV,26,7.08,3945
3089,Ace wo Nerae!,School,TV,26,7.08,3945
3089,Ace wo Nerae!,Shoujo,TV,26,7.08,3945
3089,Ace wo Nerae!,Sports,TV,26,7.08,3945
3090,Anne no Nikki,Drama,Movie,1,7.08,3159
3090,Anne no Nikki,Historical,Movie,1,7.08,3159
3091,Battle Spirits: Sword Eyes,Action,TV,29,7.09,987
3091,Battle Spirits: Sword Eyes,Shounen,TV,29,7.09,987
3092,Candy Boy: Nonchalant Talk of the Certain Twin Sisters in Daily Life,Romance,ONA,7,7.08,43338
3092,Candy Boy: Nonchalant Talk of the Certain Twin Sisters in Daily Life,School,ONA,7,7.08,43338
3092,Candy Boy: Nonchalant Talk of the Certain Twin Sisters in Daily Life,Shoujo Ai,ONA,7,7.08,43338
3093,Cardfight!! Vanguard: Legion Mate-hen,Action,TV,33,7.08,5900
3093,Cardfight!! Vanguard: Legion Mate-hen,Adventure,TV,33,7.08,5900
3093,Cardfight!! Vanguard: Legion Mate-hen,Demons,TV,33,7.08,5900
3093,Cardfight!! Vanguard: Legion Mate-hen,Game,TV,33,7.08,5900
3093,Cardfight!! Vanguard: Legion Mate-hen,Shounen,TV,33,7.08,5900
3094,Cello Hiki no Gauche (1982),Drama,Movie,1,7.08,6524
3094,Cello Hiki no Gauche (1982),Fantasy,Movie,1,7.08,6524
3094,Cello Hiki no Gauche (1982),Kids,Movie,1,7.08,6524
3094,Cello Hiki no Gauche (1982),Music,Movie,1,7.08,6524
3095,Code Geass: Boukoku no Akito 4 - Nikushimi no Kioku Kara Picture Drama,Comedy,Special,1,7.08,2188
3095,Code Geass: Boukoku no Akito 4 - Nikushimi no Kioku Kara Picture Drama,Ecchi,Special,1,7.08,2188
3095,Code Geass: Boukoku no Akito 4 - Nikushimi no Kioku Kara Picture Drama,Military,Special,1,7.08,2188
3096,Dash! Yonkurou,Action,TV,25,7.08,895
3096,Dash! Yonkurou,Kids,TV,25,7.08,895
3096,Dash! Yonkurou,Shounen,TV,25,7.08,895
3096,Dash! Yonkurou,Sports,TV,25,7.08,895
3097,Dragon Ball Z: Saiya-jin Zetsumetsu Keikaku,Adventure,OVA,2,7.08,21043
3097,Dragon Ball Z: Saiya-jin Zetsumetsu Keikaku,Comedy,OVA,2,7.08,21043
3097,Dragon Ball Z: Saiya-jin Zetsumetsu Keikaku,Fantasy,OVA,2,7.08,21043
3097,Dragon Ball Z: Saiya-jin Zetsumetsu Keikaku,Sci-Fi,OVA,2,7.08,21043
3097,Dragon Ball Z: Saiya-jin Zetsumetsu Keikaku,Shounen,OVA,2,7.08,21043
3098,Eureka Seven: Navigation ray=out,Mecha,Special,1,7.08,8630
3098,Eureka Seven: Navigation ray=out,Sci-Fi,Special,1,7.08,8630
3099,Fate/kaleid liner Prisma☆Illya 2wei Herz! Specials,Comedy,Special,5,7.08,9949
3099,Fate/kaleid liner Prisma☆Illya 2wei Herz! Specials,Ecchi,Special,5,7.08,9949
3099,Fate/kaleid liner Prisma☆Illya 2wei Herz! Specials,Magic,Special,5,7.08,9949
3100,Gakkou no Kaidan: Kubinashi Rider!! Shi no Noroi,Horror,Special,1,7.08,2601
3100,Gakkou no Kaidan: Kubinashi Rider!! Shi no Noroi,Mystery,Special,1,7.08,2601
3100,Gakkou no Kaidan: Kubinashi Rider!! Shi no Noroi,Supernatural,Special,1,7.08,2601
3101,Hai! Akko Desu,Romance,TV,164,7.08,296
3101,Hai! Akko Desu,Slice of Life,TV,164,7.08,296
3102,Hashire Melos!,Action,Movie,1,7.08,1932
3102,Hashire Melos!,Adventure,Movie,1,7.08,1932
3102,Hashire Melos!,Historical,Movie,1,7.08,1932
3103,IS: Infinite Stratos 2 - Hitonatsu no Omoide,Action,OVA,1,7.08,27030
3103,IS: Infinite Stratos 2 - Hitonatsu no Omoide,Comedy,OVA,1,7.08,27030
3103,IS: Infinite Stratos 2 - Hitonatsu no Omoide,Harem,OVA,1,7.08,27030
3103,IS: Infinite Stratos 2 - Hitonatsu no Omoide,Mecha,OVA,1,7.08,27030
3103,IS: Infinite Stratos 2 - Hitonatsu no Omoide,Sci-Fi,OVA,1,7.08,27030
3104,Kurozuka,Action,TV,12,7.08,52145
3104,Kurozuka,Drama,TV,12,7.08,52145
3104,Kurozuka,Historical,TV,12,7.08,52145
3104,Kurozuka,Horror,TV,12,7.08,52145
3104,Kurozuka,Romance,TV,12,7.08,52145
3104,Kurozuka,Sci-Fi,TV,12,7.08,52145
3104,Kurozuka,Vampire,TV,12,7.08,52145
3105,Lupin III: Lupin Ansatsu Shirei,Action,Special,1,7.08,3006
3105,Lupin III: Lupin Ansatsu Shirei,Adventure,Special,1,7.08,3006
3105,Lupin III: Lupin Ansatsu Shirei,Comedy,Special,1,7.08,3006
3105,Lupin III: Lupin Ansatsu Shirei,Shounen,Special,1,7.08,3006
3106,Mermaid&#039;s Scar,Drama,OVA,1,7.08,3552
3106,Mermaid&#039;s Scar,Fantasy,OVA,1,7.08,3552
3106,Mermaid&#039;s Scar,Horror,OVA,1,7.08,3552
3106,Mermaid&#039;s Scar,Mystery,OVA,1,7.08,3552
3107,Nissan Serena x One Piece 3D: Mugiwara Chase - Sennyuu!! Sauzando Sanii-gou,Comedy,Special,1,7.08,5123
3107,Nissan Serena x One Piece 3D: Mugiwara Chase - Sennyuu!! Sauzando Sanii-gou,Fantasy,Special,1,7.08,5123
3107,Nissan Serena x One Piece 3D: Mugiwara Chase - Sennyuu!! Sauzando Sanii-gou,Shounen,Special,1,7.08,5123
